Gene_Name,Fold Change,log2FC,abslog2FC
CNFN,33.425148820087415,5.062862078587416,5.062862078587416
TNS4,33.00241551165921,5.044499716908679,5.044499716908679
HAP1,32.60606679901905,5.027068517213167,5.027068517213167
GPIHBP1,0.030811597043632163,-5.02038272689714,5.02038272689714
MS4A15,0.030851948690410084,-5.018494573100118,5.018494573100118
IL20RB,31.928485419038456,4.996772212772887,4.996772212772887
GJB3,31.42304375845262,4.973751027350894,4.973751027350894
COL7A1,30.77059378401258,4.943480378694823,4.943480378694823
TNNC1,0.03372571615400497,-4.890007111141977,4.890007111141977
HBB,0.03374923660504221,-4.889001320457945,4.889001320457945
ADH1B,0.034226291492651044,-4.868751208703849,4.868751208703849
HBA1,0.035056476381763915,-4.834175195446381,4.834175195446381
FAM83F,28.210529905203583,4.818161860577923,4.818161860577923
FAM107A,0.03553685719712868,-4.814540091599026,4.814540091599026
FBN2,27.981786464031213,4.806416167487375,4.806416167487375
SPTSSB,27.756166446996804,4.794736418213376,4.794736418213376
GBP6,27.678453010050777,4.790691405741438,4.790691405741438
CLIC5,0.03629878712486394,-4.783934846462168,4.783934846462168
ARTN,27.274561525290387,4.769484098388622,4.769484098388622
HBA2,0.03737388889024434,-4.741825500533876,4.741825500533876
IGSF9,26.68245714285715,4.737819622901144,4.737819622901144
INMT,0.03844666714889498,-4.700997650005433,4.700997650005433
CNTNAP2,25.704200778419008,4.683932249907447,4.683932249907447
MYEOV,25.53681169968385,4.674506509035878,4.674506509035878
ALDH3B2,25.112017525217034,4.6503060357508215,4.6503060357508215
PSAT1,25.053763211468823,4.646955415224345,4.646955415224345
OTX1,24.96929955290611,4.6420834457601154,4.6420834457601154
TPX2,24.918138103333813,4.63912436832794,4.63912436832794
FCN3,0.04058930151816681,-4.622756676172903,4.622756676172903
KIF18B,24.591098222166185,4.620064261065494,4.620064261065494
UBE2C,24.42447503936888,4.610255649251416,4.610255649251416
LRRC36,0.0411774860213436,-4.60200043691125,4.60200043691125
TENM2,23.872873828662783,4.577300344122211,4.577300344122211
C19orf59,0.04207927090623382,-4.570746482033135,4.570746482033135
MYBL2,23.634380645335238,4.562815153296165,4.562815153296165
SOX2,23.4441427531364,4.551155622041222,4.551155622041222
SCARA5,0.0431598946053172,-4.534164847946289,4.534164847946289
CLEC3B,0.04335560612515786,-4.527637635634792,4.527637635634792
AKR1C2,22.792092298119684,4.510461463964762,4.510461463964762
SAPCD2,22.783492081790282,4.50991698429368,4.50991698429368
PEBP4,0.04419894426537205,-4.499844279915993,4.499844279915993
STAR,22.54741248097413,4.494889975593899,4.494889975593899
CENPA,22.399948973584014,4.485423540757691,4.485423540757691
CTSV,22.336941249378935,4.48135973610344,4.48135973610344
CDC20,22.134111963461166,4.4681995875184874,4.4681995875184874
FOXM1,21.96876260475955,4.457381706831005,4.457381706831005
DES,0.04556178850613687,-4.456031809315838,4.456031809315838
FOXN1,21.847869794159884,4.449420716159242,4.449420716159242
PRG4,0.04603144103809611,-4.441236582190703,4.441236582190703
MELK,21.679366654197096,4.4382507049834015,4.4382507049834015
CYP4B1,0.04708399493595989,-4.408619455851547,4.408619455851547
TROAP,21.230296886554935,4.4080526410607375,4.4080526410607375
